0.38,69
0.42,62
0.46,54
0.50,58
0.54,56
0.58,57
0.63,62
0.67,65
0.71,65
0.75,68
0.79,63
0.83,55
0.88,51
0.92,55
0.96,53
0.00,52
0.04,53
0.08,67
0.13,51
0.17,46
0.21,49
0.25,64
0.29,54
0.33,40
0.38,49
0.42,43
0.46,39
0.50,37
0.54,41
0.58,51
0.63,43
0.67,41
0.71,54
0.75,41
0.79,30
0.83,36
0.88,34
0.92,42
0.96,43
0.00,39
0.04,39
0.08,49
0.13,51
0.17,54
0.21,59
0.25,56
0.29,61
0.33,53
0.38,47
